ID,predicted_answer,valid_answers,achieved_score,max_score,is_correct,semi_correct
Na-ko-19,saeid marouf,"{'saeid marouf': 3, 'seyyed mohammad mousavi': 1, 'amir ghafour': 1, 'idk': 5, 'no-answer': 0, 'not-applicable': 0}",3,5,False,True
New-ha-19,horse,"{'horse': 5, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-as-05,soda,"{'water': 3, 'coffee': 3, 'juice': 2, 'soda': 2, 'iced tea': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,3,False,True
New-am-08,fruits,"{'fish': 2, 'water': 1, 'fruits': 1, 'vegetables': 1, 'no-answer': 1, ""This question doesn't seem to make sense. Fasting is going without food, so no food is consumed, and it depends on which Christian faith."": 1, 'idk': 0, 'not-applicable': 0}",1,2,False,True
Sa-en-6,kebab pizza,"{'indian': 3, 'pizza': 2, 'indian curry': 1, 'fish & chips': 1, 'kebab pizza': 1, 'chinese': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
New-ch-09,soup,"{'ash (a type of thick soup or stew)': 3, 'soup': 3, 'abgoosht': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Ji-ko-33,back to school,"{'canteen': 2, 'back to school': 1, 'home': 1, 'form time': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
Kik-in-40,not-applicable,"{'idk': 5, 'not-applicable': 3, 'no-answer': 0}",3,5,False,True
Nu-in-11,08:00,"{'08:00': 4, '09:00': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-spme-60,sunday,"{'sunday': 5, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Na-ko-24,burgers,"{'hotdogs': 5, 'nachos': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",0,5,False,False
Ca-sp-45,mountain,"{'popular city attractions': 1, 'countryside views': 1, 'beach': 1, 'mountain': 1, 'ancient town': 1, 'seaside': 1, 'garden': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,1,True,True
New-as-07,rice and tuna,"{'herb rice with fish': 3, 'herb rice': 1, 'fish': 1, 'rice and tuna': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
New-su-09,rapeseed oil,"{'peanut oil': 3, 'rapeseed oil': 2, 'vegetable oil': 1, 'soybean oil': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,3,False,True
New-pe-59,2,"{'2': 4, '1': 2, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Jo-sp-31,15:00,"{'15:30': 4, '15:00': 2, '16:30': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,4,False,True
Ji-ko-08,40,"{'40': 2, '76': 1, '50': 1, '60': 1, '45': 1, '72': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-ch-81,cash,"{'cash': 2, 'bedding': 1, 'tea set': 1, 'tableware': 1, 'flower': 1, 'plant': 1, 'fruit basket': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-pe-11,black pepper,"{'black pepper': 2, 'onion powder': 1, 'paprika': 1, 'pepper': 1, 'salt': 1, 'no-answer': 1, 'idk': 1, 'not-applicable': 0}",2,2,True,True
Th-en-43,1,"{'1': 4, '2': 3, '3': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-pe-53,clothes,"{'socks': 4, 'flower': 1, 'clothes': 1, 'perfume': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",1,4,False,True
New-ch-38,london,"{'london': 4, 'scotland': 1, 'wales': 1, 'kent': 1, 'portsmouth': 1, 'liverpool': 1, 'bristol': 1, 'dover': 1, 'north east': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Ca-sp-21,7,"{'7': 5, '8': 3, '6': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Th-en-11,ali daei,"{'ali daei': 5, 'ali karimi': 2, 'rezazadeh': 1, 'gholamreza takhti': 1, 'hassan yazdani': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Na-ko-04,idk,"{'soup': 1, 'tomato juice': 1, 'advil': 1, 'water': 1, 'liquid iv': 1, 'no-answer': 2, 'idk': 1, 'not-applicable': 0}",1,2,False,True
Sa-en-37,backgammon,"{'backgammon': 4, 'mensch ärgere dich nicht': 2, 'snakes and ladders': 1, 'chess': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Nu-in-11,08:00,"{'08:00': 4, '09:00': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Th-en-15,hockey,"{'hockey': 4, 'skiing': 3, 'snowboarding': 2, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Ji-ko-27,sweets,"{'sweets': 3, 'natural flower': 2, 'chocolate': 1, 'saffron': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
New-as-20,basketball,"{'basketball': 5, 'hockey': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Na-ko-45,london,"{'london': 3, 'scotland': 1, 'the cotswolds': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",3,3,True,True
New-su-75,suv,"{'suv': 3, 'car': 3, 'truck': 1, 'sedan': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Sa-en-9,ice cream,"{'ice cream': 3, 'fish & chips': 2, 'chips': 1, 'cheese sandwiches': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Na-ko-23,basketball,"{'basketball': 3, 'soccer': 2, 'American Football': 2, 'baseball': 1, 'idk': 1, 'not-applicable': 1, 'no-answer': 1}",3,3,True,True
New-ch-04,chips,"{'chips': 2, 'pizza': 2, 'kebabs': 1, 'chicken': 1, 'biscuits': 1, 'crisps': 1, 'chocolate': 1, 'toast': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-en-10,white cheese,"{'tabrizi': 2, 'liqvan': 1, 'cream cheese': 1, 'breakfast': 1, 'white cheese': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
Jod-ch-04,soft drink,"{'soft drink': 2, 'coca-cola': 2, 'doogh': 1, 'fanta': 1, 'chia seed syrup': 1, 'juice': 1, 'rock candy tea': 1, 'types of coffee': 1, 'black soda': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-am-74,no-answer,"{'graham norton': 3, 'the jeremy kyle show': 1, 'piers morgan live': 1, 'loose women': 1, 'Alan Carr: Chatty Man': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",1,3,False,True
New-su-50,idk,"{'shepherds': 2, 'farming': 1, 'hospitality': 1, 'idk': 2, 'no-answer': 1, 'not-applicable': 1}",2,2,True,True
Jo-sp-37,8,"{'8': 3, '7': 2, '3': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
New-en-70,4,"{'2': 3, '3': 1, '4': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
Kik-in-02,idk,"{'not-applicable': 4, 'idk': 1, 'no-answer': 1}",1,4,False,True
Jod-ch-46,0.5,"{'0.5': 4, 'not-applicable': 1, 'idk': 0, 'no-answer': 0}",4,4,True,True
Jod-ch-41,shopping,"{'shopping': 2, 'travel': 2, 'online game': 1, 'murder mystery game': 1, 'karaoke': 1, 'friends gathering': 1, 'movie': 1, 'play mahjong': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-su-60,no-answer,"{'burger': 1, 'steak': 1, 'no-answer': 4, 'idk': 1, 'not-applicable': 0}",4,4,True,True
New-su-42,islam,"{'islam': 5, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Ta-pe-42,ham,"{'ham': 1, 'mashed potatoes': 1, 'pie': 1, 'barbeque': 1, 'roast pork': 1, 'black-eyed peas': 1, 'no-answer': 2, 'idk': 0, 'not-applicable': 0}",1,2,False,True
Jod-ch-07,1.5,"{'2': 4, '1.5': 2, '1': 1, '2.5': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",2,4,False,True
New-su-71,money,"{'toy': 4, 'money': 2, 'clothes': 1, 'gold': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,4,False,True
Jo-sp-09,soccer,"{'polo': 2, 'cricket': 2, 'lacrosse': 2, 'soccer': 1, 'golf': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
New-ha-09,spatula,"{'spatula': 3, 'air fryer': 1, 'whisk': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",3,3,True,True
Al-en-40,forest park,"{'park': 5, 'amusement park': 1, 'forest park': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,5,False,True
New-su-60,rice and stew,"{'rice': 5, 'corn': 1, 'steamed bun': 1, 'meat dish': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",0,5,False,False
New-az-49,2,"{'2': 5, '3': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Tmp-ar-02,train,"{'bus': 4, 'train': 3, 'motorcycle': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,4,False,True
New-ch-31,doctor,"{'doctor': 4, 'engineering': 2, 'lawyer': 1, 'teaching': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",4,4,True,True
New-en-70,2,"{'2': 3, '3': 1, '4': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Al-en-32,roast chicken,"{'roast chicken': 1, 'fish': 1, 'not-applicable': 4, 'idk': 0, 'no-answer': 0}",1,4,False,True
New-spme-65,fireworks,"{'fireworks': 4, 'barbeque': 2, 'parade': 2, 'grilled meat': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-ch-54,bananas,"{'apple': 2, 'raspberry': 1, 'tomato': 1, 'strawberries': 1, 'bananas': 1, 'no-answer': 1, 'not-applicable': 1, 'idk': 0}",1,2,False,True
Ji-ko-19,roses,"{'roses': 3, 'lillies': 1, 'not-applicable': 1, 'idk': 1, 'no-answer': 0}",3,3,True,True
Na-ko-45,sanya,"{'sanya': 3, 'hainan': 2, 'yunnan': 2, 'maldives': 1, 'thailand': 1, 'xiamen': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
New-as-80,traditional costumes,"{'casual clothes': 2, 'traditional costumes': 1, 'modern clothing': 1, 'regional costumes': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",1,2,False,True
Na-ko-44,monday,"{'monday': 1, 'easter': 1, 'christmas eve': 1, 'idk': 3, 'no-answer': 1, 'not-applicable': 0}",1,3,False,True
New-az-39,canada,"{'canada': 4, 'america': 2, 'italy': 2, 'germany': 2, 'turkey': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-pe-45,not-applicable,"{'not-applicable': 5, 'idk': 3, 'no-answer': 0}",5,5,True,True
Na-ko-43,not-applicable,"{'sleep': 1, 'enjoy a quiet morning': 1, 'not-applicable': 2, 'idk': 0, 'no-answer': 1}",2,2,True,True
New-ha-66,idk,"{'hotel': 5, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",1,5,False,True
Kik-in-44,soccer,"{'soccer': 4, 'rugby': 2, 'cricket': 1, 'athletics ': 1, 'tennis': 1, 'idk': 2, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-spme-60,sunday,"{'sunday': 5, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Ji-ko-33,cafe,"{'shopping passage': 1, 'cafe': 1, 'they stay at home': 1, 'no-answer': 3, 'idk': 0, 'not-applicable': 0}",1,3,False,True
New-az-73,100,"{'100': 3, '200': 2, '30': 1, '150': 1, '500': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",3,3,True,True
New-gr-13,tea,"{'coffee': 5, 'tea': 4, 'fruit juice': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,5,False,True
New-pe-54,clothes,"{'flowers': 5, 'chocolates': 4, 'card': 1, 'wine': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",0,5,False,False
Ca-sp-41,children's home,"{""children's home"": 3, 'rural area': 2, 'nursing home': 1, 'home': 1, 'hiring nursing staff to take care': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Al-en-36,candy,"{'candies': 4, 'chocolate': 2, 'pumpkins': 1, 'caramel apples': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",0,4,False,False
New-ha-09,spatula,"{'spatula': 3, 'air fryer': 1, 'whisk': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",3,3,True,True
Al-en-36,pumpkin,"{'pumpkin': 1, 'not-applicable': 4, 'idk': 0, 'no-answer': 0}",1,4,False,True
New-ch-16,rocky,"{'rocky': 3, 'sandlot': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",3,3,True,True
New-az-05,not-applicable,"{'shiraz': 1, 'not-applicable': 3, 'no-answer': 1, 'idk': 0}",3,3,True,True
New-ch-05,hot wings,"{'hot wings': 5, 'chili': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-az-05,sichuan,"{'sichuan': 3, 'guizhou': 2, 'shanxi': 2, 'maotai town, guizhou': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Ne-ar-25,finance,"{'lawyer': 3, 'banker': 1, 'it': 1, 'finance': 1, 'medical': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
Ta-pe-32,new year,"{'july 4th': 4, ""new year's eve"": 2, 'new year': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,4,False,True
Th-en-35,dinner,"{'dinner': 5, 'lunch': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
An-ar-02,dining hall,"{'dining hall': 4, 'at home': 1, 'fast food': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
An-ar-03,6,"{'5': 4, '6': 3, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",3,4,False,True
New-in-62,idk,"{'University of Cambridge': 2, 'brunel university': 1, 'university of south wales': 1, 'idk': 2, 'no-answer': 1, 'not-applicable': 0}",2,2,True,True
New-ch-32,microsoft word,"{'office': 3, 'microsoft word': 1, 'microsoft excel': 1, 'adobe acrobat': 1, 'idk': 1, 'no-answer': 1, 'not-applicable': 0}",1,3,False,True
New-en-19,beijing workers stadium,"{'beijing workers stadium': 3, 'beijing national stadium': 2, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",3,3,True,True
Na-ko-33,not-applicable,"{'herb rice with fish': 1, 'not-applicable': 3, 'no-answer': 1, 'idk': 0}",3,3,True,True
New-gr-47,10,"{'30': 4, '15': 2, '10': 1, '20': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,4,False,True
Ni-en-12,University of Oxford,"{'University of Oxford': 5, 'University of Cambridge': 4, 'Durham University': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Th-en-05,idk,"{'futsal': 2, 'karate': 1, 'football': 1, 'idk': 6, 'not-applicable': 1, 'no-answer': 0}",6,6,True,True
New-am-08,no-answer,"{'vegeterian food': 1, 'idk': 4, 'not-applicable': 2, 'no-answer': 1}",1,4,False,True
New-su-45,idk,"{'04/19': 1, 'idk': 6, 'not-applicable': 1, 'no-answer': 0}",6,6,True,True
New-am-73,idk,"{'cocomelon': 3, 'idk': 5, 'no-answer': 1, 'not-applicable': 0}",5,5,True,True
Jo-sp-32,volleyball,"{'football': 4, 'volleyball': 2, 'ping pong': 1, 'basketball': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,4,False,True
Al-en-32,fish,"{'roast chicken': 1, 'fish': 1, 'not-applicable': 4, 'idk': 0, 'no-answer': 0}",1,4,False,True
Sa-en-16,persepolis,"{'persepolis': 4, 'real madrid': 1, 'manchester united': 1, 'barcelona': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Jo-sp-19,idk,"{'yorkshire': 2, 'oxfordshire': 1, 'wales': 1, 'west country': 1, 'sussex': 1, 'gloucestershire': 1, 'scotland': 1, 'south west': 1, 'idk': 3, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Al-en-18,english,"{'mathematics': 5, 'english': 2, 'chinese': 1, 'physics': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,5,False,True
Ji-ko-26,college graduate,"{'work': 1, 'college graduate': 1, 'buy a house': 1, 'get married': 1, 'not-applicable': 1, 'idk': 0, 'no-answer': 0}",1,1,True,True
Jo-sp-18,10,"{'10': 2, '15': 1, '115': 1, '116': 1, '11': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-su-57,sheep,"{'sheep': 5, 'cow': 3, 'chicken': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-en-11,no-answer,"{'bean sprouts': 1, 'broccoli': 1, 'momordica charantia': 1, 'no-answer': 2, 'idk': 0, 'not-applicable': 0}",2,2,True,True
Ne-ar-11,outdoor events,"{'shopping': 1, 'outdoor events': 1, 'bar': 1, 'new york city': 1, 'most people stay in with family.': 1, 'times square': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,1,True,True
New-en-75,12,"{'12': 3, '10': 1, '9': 1, 'idk': 2, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Th-en-58,calculus,"{'calculus': 3, 'algebra': 2, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Kik-in-35,idk,"{'e-sports': 2, 'American Football': 1, 'tennis': 1, 'pickleball': 1, 'idk': 3, 'no-answer': 1, 'not-applicable': 0}",3,3,True,True
Jo-sp-39,6,"{'6': 4, '7': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-am-15,no-answer,"{'casseroles': 1, 'soups': 1, 'stews': 1, 'no-answer': 2, 'not-applicable': 2, 'idk': 0}",2,2,True,True
Tmp-ar-01,library,"{'library': 5, 'home': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-ch-72,business,"{'business': 3, 'engineering': 2, 'tech': 1, 'healthcare': 1, 'finance': 1, 'economics': 1, 'idk': 2, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Ji-ko-38,law,"{'medicine': 4, 'veterinary': 1, 'law': 1, 'dentistry': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",1,4,False,True
Ne-ar-25,finance,"{'lawyer': 3, 'banker': 1, 'it': 1, 'finance': 1, 'medical': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
Ne-ar-39,steamed bun,"{'steamed bun': 2, 'shaxian delicacies': 2, 'noodles': 1, 'rice bowl': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-ch-80,lunar new year,"{'the first day of the lunar new year': 2, 'lunar new year': 1, 'christmas': 1, 'the fifteenth day of the lunar month': 1, ""buddha's birthday"": 1, 'qingming festival': 1, 'double ninth festival': 1, 'not-applicable': 1, 'idk': 0, 'no-answer': 0}",1,2,False,True
Na-ko-08,apple,"{'apple': 5, 'bananas': 1, 'blueberries': 1, 'pumpkin': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-ch-04,instant noodles,"{'skewers': 4, 'crawfish': 1, 'fried rice noodles': 1, 'instant noodles': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,4,False,True
Th-en-39,monopoly,"{'monopoly': 4, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",4,4,True,True
Ji-ko-03,New York City,"{'New York City': 5, 'San Francisco': 1, 'Seattle': 1, 'Washington': 1, 'DC': 1, 'Boston': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Kik-in-05,idk,"{'baby shower': 2, 'near delivery date': 1, 'gender reveal': 1, 'blessingway ceremony': 1, 'idk': 2, 'no-answer': 1, 'not-applicable': 0}",2,2,True,True
Jod-ch-51,metro,"{'metro': 4, 'private car': 3, 'bus': 3, 'public transport': 1, 'shared bicycle': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-en-01,popcorn,"{'popcorn': 5, 'slushies': 1, 'candy': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Al-en-33,halloween parties,"{'trick or treating': 4, 'dress in costumes': 3, 'hand out candy': 2, 'halloween parties': 2, 'scary decorations': 2, 'halloween parade': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,4,False,True
Ki-pe-39,chicken,"{'sandwiches': 3, 'potato salad': 1, 'chicken': 1, 'pasta salad': 1, 'fruit': 1, 'chips': 1, 'roast turkey': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
New-su-81,suit and tie,"{'formal suit': 4, 'suit and tie': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,4,False,True
New-ch-70,english language,"{'family planning': 1, 'persian language': 1, 'english language': 1, 'religious studies': 1, ""imam's final discourse"": 1, 'religious': 1, 'islamic thought': 1, 'history of islamic revolution': 1, 'early islamic history': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,1,True,True
Gu-ch-07,hamed haddadi,"{'samad nikkhah bahrami': 2, 'hamed haddadi': 2, 'aydin nikkhah bahrami': 1, 'idk': 4, 'no-answer': 1, 'not-applicable': 0}",2,4,False,True
Kik-in-24,rice,"{'rice': 2, 'fries': 1, 'meal': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",2,2,True,True
New-ch-73,sports,"{'sports': 2, 'golf': 1, 'nightclubs': 1, 'technology clubs': 1, 'music clubs': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
Jod-ch-46,0.5,"{'0.5': 4, 'not-applicable': 1, 'idk': 0, 'no-answer': 0}",4,4,True,True
New-as-30,basketball,"{'american football': 4, 'baseball': 3, 'basketball': 2, 'soccer': 1, 'tennis': 1, 'volleyball': 1, 'hockey': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,4,False,True
Na-ko-44,before nowruz,"{'before nowruz': 3, 'first of mehr': 2, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Ji-ko-39,erhu,"{'piano': 5, 'guitar': 1, 'violin': 1, 'harmonica': 1, 'electronic keyboard': 1, 'vertical flute': 1, 'erhu': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,5,False,True
New-en-87,liberty bell,"{'white house': 3, 'mount rushmore': 1, 'grand canyon': 1, 'liberty bell': 1, 'statue of liberty': 1, 'independence hall': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",1,3,False,True
Jod-ch-51,train,"{'car': 4, 'bus': 3, 'train': 2, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,4,False,True
Kik-in-38,idk,"{'beijing guoan vs tianjin teda': 1, 'idk': 7, 'not-applicable': 1, 'no-answer': 1}",7,7,True,True
New-su-28,red,"{'white': 4, 'red': 3, 'blue': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",3,4,False,True
Ki-pe-43,Wonder Bread,"{'Wonder Bread': 2, 'white bread': 2, 'wheat bread': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-ko-10,online selling,"{'taxi driver': 1, 'housework': 1, 'craft': 1, 'online selling': 1, 'surveys': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",1,1,True,True
New-ch-16,bend it like beckham,"{'bend it like beckham': 3, 'ferrari': 1, 'chariots of fire': 1, 'The Brothers Grimsby': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Kik-in-37,idk,"{'evergrande vs. luneng': 2, 'shanghai sipg vs shanghai shenhua': 1, 'shandong luneng vs shanghai shenhua': 1, 'zhejiang team vs qingdao hainiu': 1, 'idk': 4, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Ni-en-19,7,"{'5': 4, '6': 1, '7': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,4,False,True
New-en-59,canada,"{'canada': 4, 'america': 4, 'australia': 3, 'uk': 2, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-ko-07,flowers,"{'flowers': 4, 'cards': 1, 'lilies': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Gu-ch-08,rugby,"{'soccer': 4, 'rugby': 2, 'egg and spoon': 1, 'netball': 1, 'cricket': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,4,False,True
New-pe-16,ping pong,"{'ping pong': 4, 'cuju': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Ne-ar-34,rice,"{'rice': 3, 'bread': 1, 'meat': 1, 'onion': 1, 'yogurt': 1, 'coke': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Th-en-45,dinner,"{'television': 2, 'dinner': 2, 'playing games': 1, 'stroll': 1, 'little league events': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-pe-47,no-answer,"{'05/04': 1, 'idk': 3, 'not-applicable': 3, 'no-answer': 1}",1,3,False,True
New-ch-26,idk,"{'skiing': 1, 'not-applicable': 2, 'idk': 2, 'no-answer': 2}",2,2,True,True
New-am-27,chen yufei,"{'guo jingjing': 2, 'sun yingsha': 1, 'chen yufei': 1, 'zhu ting': 1, 'deng yaping': 1, 'fu yuanhui': 1, 'li na': 1, 'eileen gu': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
Tmp-ar-04,doing homework,"{'doing homework': 2, 'playing with peers in the park': 1, 'watching tv': 1, 'sleep': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",2,2,True,True
Al-en-08,burgers,"{'burgers': 2, 'chocolate': 1, 'nandos': 1, 'mcdonalds': 1, 'burger king': 1, 'greggs': 1, 'hot dogs': 1, 'Sandwich': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
Al-en-06,rice,"{'noodles': 1, 'steamed bun': 1, 'stir-fry': 1, 'rice': 1, 'spicy hot pot': 1, 'tomato scrambled eggs': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,1,True,True
New-am-54,lorestan,"{'tabriz': 2, 'kurdistan': 2, 'north': 1, 'lorestan': 1, 'chaharmahal and bakhtiari': 1, 'caspian sea coast': 1, 'azerbaijan': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
New-ch-08,salt,"{'salt': 5, 'pepper': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Ji-ko-25,nowruz holiday,"{'nowruz holiday': 4, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",4,4,True,True
New-en-87,persepolis,"{'persepolis': 1, 'imam square isfahan': 1, 'si-o-se-pol': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",1,1,True,True
Nu-in-06,idk,"{'10/05': 2, 'idk': 8, 'i dont know when it is ': 1, 'no-answer': 0, 'not-applicable': 0}",8,8,True,True
